,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
14565,2015,Kaiser Permanente,National Cancer Institute,56898.0,365.0,CA,MD
14566,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,65571.0,365.0,CA,MD
14567,2015,Kaiser Permanente,National Institute of Neurological Disorders and Stroke,252674.0,365.0,CA,MD
14568,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,238081.0,365.0,MI,MD
14569,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,366042.0,365.0,MI,MD
14570,2015,Kaiser Permanente,National Institute of Neurological Disorders and Stroke,1531009.0,365.0,CA,MD
14571,2015,Kaiser Permanente,National Cancer Institute,1530788.0,364.0,CA,MD
14572,2015,Kaiser Permanente,Eunice Kennedy Shriver National Institute of Child Health and Human Development,626234.0,364.0,CA,MD
14573,2015,Henry Ford Health,National Cancer Institute,303988.0,364.0,MI,MD
14574,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,612650.0,365.0,CA,MD
14575,2015,Kaiser Permanente,National Cancer Institute,630131.0,365.0,CA,MD
14576,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,698403.0,365.0,CA,MD
14577,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,545627.0,360.0,CA,MD
14578,2015,Henry Ford Health,National Cancer Institute,161494.0,548.0,MI,MD
14579,2015,Kaiser Permanente,National Cancer Institute,691472.0,365.0,CA,MD
14580,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,395327.0,338.0,CA,MD
14581,2015,Kaiser Permanente,National Center for Chronic Disease Prev and Health Promo,380000.0,365.0,CA,GA
14582,2015,Henry Ford Health,National Heart Lung and Blood Institute,718345.0,364.0,MI,MD
14583,2015,Kaiser Permanente,National Cancer Institute,196992.0,365.0,CA,MD
14584,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,173314.0,365.0,CA,MD
14585,2015,Kaiser Permanente,National Cancer Institute,523533.0,365.0,CA,MD
14586,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,170218.0,365.0,CA,MD
14587,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,2124181.0,365.0,MI,MD
14588,2015,Henry Ford Health,National Institute of Environmental Health Sciences,11249.0,76.0,MI,NC
14589,2015,Henry Ford Health,National Institute of Neurological Disorders and Stroke,292359.0,365.0,MI,MD
14590,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,713700.0,310.0,CA,MD
14591,2015,Henry Ford Health,National Institute of Diabetes and Digestive and Kidney Diseases,175230.0,365.0,MI,MD
14592,2015,Kaiser Permanente,National Cancer Institute,557051.0,1095.0,CA,MD
14593,2015,Kaiser Permanente,National Heart Lung and Blood Institute,40667.0,133.0,CA,MD
14594,2015,Kaiser Permanente,National Heart Lung and Blood Institute,689205.0,716.0,CA,MD
14595,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,185625.0,172.0,MI,MD
14596,2015,Henry Ford Health,National Institute of Diabetes and Digestive and Kidney Diseases,334125.0,305.0,MI,MD
14597,2015,Kaiser Permanente,National Cancer Institute,192768.0,351.0,CA,MD
14598,2015,Kaiser Permanente,Agency for Healthcare Research and Quality,894875.0,730.0,CA,MD
14599,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,172790.0,365.0,MI,MD
14600,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,122875.0,365.0,MI,MD
14601,2015,Kaiser Permanente,National Heart Lung and Blood Institute,2812622.0,356.0,CA,MD
14602,2015,Kaiser Permanente,National Cancer Institute,371527.0,365.0,CA,MD
14603,2015,Henry Ford Health,National Heart Lung and Blood Institute,84913.0,364.0,MI,MD
14604,2015,Kaiser Permanente,National Institute of Neurological Disorders and Stroke,619521.0,365.0,CA,MD
14605,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,254666.0,365.0,MI,MD
14606,2015,Kaiser Permanente,National Cancer Institute,1668673.0,1460.0,CA,MD
14607,2015,Kaiser Permanente,National Institute of Environmental Health Sciences,623448.0,365.0,CA,NC
14608,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,925000.0,365.0,CA,MD
14609,2015,Henry Ford Health,Eunice Kennedy Shriver National Institute of Child Health and Human Development,483012.0,365.0,MI,MD
14610,2015,Henry Ford Health,National Institute of Nursing Research,393296.0,365.0,MI,MD
14611,2015,Kaiser Permanente,National Cancer Institute,79000.0,365.0,CA,MD
14612,2015,Henry Ford Health,National Institute of Arthritis and Musculoskeletal and Skin Diseases,315563.0,365.0,MI,MD
14613,2015,Kaiser Permanente,National Institute of Mental Health,205101.0,365.0,CA,MD
14614,2015,Kaiser Permanente,Agency for Healthcare Research and Quality,499998.0,365.0,CA,MD
14615,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,338739.0,1095.0,CA,MD
14616,2015,Kaiser Permanente,National Cancer Institute,448669.0,1095.0,CA,MD
14617,2015,Henry Ford Health,National Institute of Neurological Disorders and Stroke,320469.0,730.0,MI,MD
14618,2015,Kaiser Permanente,National Human Genome Research Institute,1968875.0,365.0,CA,MD
14619,2015,Kaiser Permanente,National Heart Lung and Blood Institute,566481.0,364.0,CA,MD
14620,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,337020.0,365.0,CA,MD
14621,2015,Henry Ford Health,National Institute of Biomedical Imaging and Bioengineering,420343.0,730.0,MI,MD
14622,2015,Kaiser Permanente,National Institute of General Medical Sciences,192320.0,365.0,CA,MD
14623,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,419393.0,365.0,CA,MD
14624,2015,Kaiser Permanente,National Institute on Aging,219928.0,1095.0,CA,MD
14625,2015,Kaiser Permanente,Agency for Healthcare Research and Quality,497568.0,305.0,CA,MD
14626,2015,Kaiser Permanente,National Human Genome Research Institute,247288.0,730.0,CA,MD
14627,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,262678.0,730.0,CA,MD
14628,2015,Henry Ford Health,National Heart Lung and Blood Institute,671146.0,730.0,MI,MD
14629,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,350000.0,365.0,CA,MD
14630,2015,Kaiser Permanente,National Cancer Institute,217348.0,730.0,CA,MD
14631,2015,Kaiser Permanente,National Cancer Institute,639726.0,363.0,CA,MD
14632,2015,Kaiser Permanente,National Institute on Aging,491589.0,350.0,CA,MD
14633,2015,Kaiser Permanente,National Institute on Drug Abuse,416114.0,273.0,CA,MD
14634,2015,Henry Ford Health,National Institute of Neurological Disorders and Stroke,324844.0,304.0,MI,MD
14635,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,264473.0,365.0,MI,MD
14636,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,91006.0,365.0,MI,MD
14637,2015,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,70863.0,365.0,CA,MD
14638,2015,Kaiser Permanente,National Institute of Neurological Disorders and Stroke,560097.0,365.0,CA,MD
14639,2015,Henry Ford Health,National Heart Lung and Blood Institute,364699.0,364.0,MI,MD
14640,2015,Henry Ford Health,National Heart Lung and Blood Institute,222189.0,364.0,MI,MD
14641,2015,Kaiser Permanente,National Institute of Neurological Disorders and Stroke,204849.0,365.0,CA,MD
14642,2015,Henry Ford Health,National Institute of Allergy and Infectious Diseases,533752.0,365.0,MI,MD
14643,2016,Kaiser Permanente,National Institute on Alcohol Abuse and Alcoholism,195448.0,730.0,WA,MD
14644,2016,Kaiser Permanente,National Institute on Aging,17687.0,729.0,WA,MD
14645,2016,Kaiser Permanente,National Institute of Mental Health,1930370.0,364.0,WA,MD
14646,2016,Kaiser Permanente,National Institute of Mental Health,1029354.0,364.0,WA,MD
14647,2016,Kaiser Permanente,National Human Genome Research Institute,996374.0,364.0,WA,MD
14648,2016,Kaiser Permanente,National Institute of Mental Health,266785.0,364.0,WA,MD
14649,2016,Kaiser Permanente,National Institute of Allergy and Infectious Diseases,138132.0,356.0,WA,MD
14650,2016,Kaiser Permanente,National Institute of Allergy and Infectious Diseases,2260233.0,356.0,WA,MD
14651,2016,Kaiser Permanente,National Institute on Drug Abuse,930192.0,356.0,WA,MD
14652,2016,Kaiser Permanente,National Institute on Alcohol Abuse and Alcoholism,80000.0,727.0,WA,MD
14653,2016,Kaiser Permanente,National Human Genome Research Institute,72000.0,245.0,WA,MD
14654,2016,Kaiser Permanente,National Institute of Mental Health,1583353.0,364.0,WA,MD
14655,2016,Kaiser Permanente,National Cancer Institute,256238.0,356.0,WA,MD
14656,2016,Kaiser Permanente,National Cancer Institute,437262.0,729.0,WA,MD
14657,2016,Kaiser Permanente,National Institute of Diabetes and Digestive and Kidney Diseases,676017.0,364.0,WA,MD
14658,2016,Kaiser Permanente,Agency for Healthcare Research and Quality,492994.0,729.0,WA,MD
14659,2016,Kaiser Permanente,National Center for Complementary and Integrative Health,171768.0,364.0,WA,MD
14660,2016,Kaiser Permanente,Eunice Kennedy Shriver National Institute of Child Health and Human Development,654513.0,729.0,WA,MD
14661,2016,Kaiser Permanente,National Institute on Aging,2641512.0,350.0,WA,MD
14662,2016,Kaiser Permanente,National Center for Immunization and Respiratory Diseases,798289.0,364.0,WA,GA
14663,2016,Kaiser Permanente,National Institute of Allergy and Infectious Diseases,30000.0,356.0,WA,MD
14664,2016,Kaiser Permanente,National Institute of Mental Health,504177.0,362.0,WA,MD
14665,2016,Kaiser Permanente,National Institute on Aging,155477.0,241.0,WA,MD
14666,2016,Kaiser Permanente,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1014406.0,364.0,WA,MD
14667,2016,Kaiser Permanente,National Cancer Institute,824480.0,364.0,WA,MD
14668,2016,Kaiser Permanente,National Institute of Mental Health,634231.0,364.0,WA,MD
14669,2016,Kaiser Permanente,National Institute on Aging,200000.0,729.0,WA,MD
14670,2016,Kaiser Permanente,National Institute on Alcohol Abuse and Alcoholism,182337.0,365.0,WA,MD
14671,2016,Kaiser Permanente,Agency for Healthcare Research and Quality,4875072.0,364.0,WA,MD
14672,2016,Kaiser Permanente,Agency for Healthcare Research and Quality,486076.0,364.0,WA,MD
14673,2016,Kaiser Permanente,National Heart Lung and Blood Institute,386926.0,365.0,WA,MD
14674,2016,Kaiser Permanente,National Institute of Mental Health,543537.0,220.0,WA,MD
14675,2016,Kaiser Permanente,National Institute of Dental and Craniofacial Research,528859.0,364.0,WA,MD
14676,2016,Kaiser Permanente,National Heart Lung and Blood Institute,142671.0,364.0,WA,MD
14677,2016,Kaiser Permanente,Agency for Healthcare Research and Quality,460837.0,364.0,WA,MD
14678,2016,Kaiser Permanente,National Institute of Allergy and Infectious Diseases,382654.0,356.0,WA,MD
14679,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,230190.0,365.0,PA,MD
14680,2016,University of Pittsburgh,National Heart Lung and Blood Institute,64994.0,364.0,PA,MD
14681,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,434197.0,534.0,PA,MD
14682,2016,University of Pittsburgh,National Institute of General Medical Sciences,165351.0,364.0,PA,MD
14683,2016,University of Pittsburgh,National Institute of General Medical Sciences,135288.0,729.0,PA,MD
14684,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,92400.0,354.0,PA,MD
14685,2016,University of Pittsburgh,National Institute of General Medical Sciences,37046.0,365.0,PA,MD
14686,2016,University of Pittsburgh,National Center for Advancing Translational Sciences,9641795.0,323.0,PA,MD
14687,2016,University of Pittsburgh,National Cancer Institute,319550.0,364.0,PA,MD
14688,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,231000.0,305.0,PA,MD
14689,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,174424.0,364.0,PA,MD
14690,2016,University of Pittsburgh,National Institute of Mental Health,192600.0,729.0,PA,MD
14691,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,334950.0,364.0,PA,MD
14692,2016,University of Pittsburgh,National Institute of General Medical Sciences,298704.0,364.0,PA,MD
14693,2016,University of Pittsburgh,National Heart Lung and Blood Institute,385000.0,364.0,PA,MD
14694,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,335547.0,364.0,PA,MD
14695,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,43576.0,364.0,PA,MD
14696,2016,University of Pittsburgh,National Heart Lung and Blood Institute,159804.0,365.0,PA,MD
14697,2016,University of Pittsburgh,National Institute on Drug Abuse,332589.0,365.0,PA,MD
14698,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,392968.0,365.0,PA,MD
14699,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,384294.0,365.0,PA,MD
14700,2016,University of Pittsburgh,National Heart Lung and Blood Institute,378520.0,358.0,PA,MD
14701,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,42823.0,364.0,PA,MD
14702,2016,University of Pittsburgh,National Institute of Mental Health,616520.0,364.0,PA,MD
14703,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,91365.0,364.0,PA,MD
14704,2016,University of Pittsburgh,National Institute on Aging,121055.0,364.0,PA,MD
14705,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,336875.0,364.0,PA,MD
14706,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,506425.0,365.0,PA,MD
14707,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,346500.0,729.0,PA,MD
14708,2016,University of Pittsburgh,National Heart Lung and Blood Institute,457382.0,302.0,PA,MD
14709,2016,University of Pittsburgh,National Institute of General Medical Sciences,662537.0,364.0,PA,MD
14710,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,336656.0,364.0,PA,MD
14711,2016,University of Pittsburgh,National Cancer Institute,319550.0,729.0,PA,MD
14712,2016,University of Pittsburgh,National Heart Lung and Blood Institute,461430.0,365.0,PA,MD
14713,2016,University of Pittsburgh,National Institute of Mental Health,152560.0,365.0,PA,MD
14714,2016,University of Pittsburgh,National Heart Lung and Blood Institute,421600.0,364.0,PA,MD
14715,2016,University of Pittsburgh,National Heart Lung and Blood Institute,166581.0,365.0,PA,MD
14716,2016,University of Pittsburgh,National Heart Lung and Blood Institute,692543.0,365.0,PA,MD
14717,2016,University of Pittsburgh,National Heart Lung and Blood Institute,392803.0,364.0,PA,MD
14718,2016,University of Pittsburgh,National Heart Lung and Blood Institute,378750.0,395.0,PA,MD
14719,2016,University of Pittsburgh,National Heart Lung and Blood Institute,151374.0,364.0,PA,MD
14720,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,385800.0,364.0,PA,MD
14721,2016,University of Pittsburgh,National Institute on Drug Abuse,562901.0,365.0,PA,MD
14722,2016,University of Pittsburgh,National Institute of Mental Health,577660.0,729.0,PA,MD
14723,2016,University of Pittsburgh,National Cancer Institute,10463203.0,364.0,PA,MD
14724,2016,University of Pittsburgh,National Eye Institute,387134.0,364.0,PA,MD
14725,2016,University of Pittsburgh,National Heart Lung and Blood Institute,595927.0,365.0,PA,MD
14726,2016,University of Pittsburgh,National Institute of General Medical Sciences,291369.0,365.0,PA,MD
14727,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,329440.0,364.0,PA,MD
14728,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,613909.0,365.0,PA,MD
14729,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,444064.0,365.0,PA,NC
14730,2016,University of Pittsburgh,National Heart Lung and Blood Institute,744634.0,365.0,PA,MD
14731,2016,University of Pittsburgh,National Eye Institute,331313.0,365.0,PA,MD
14732,2016,University of Pittsburgh,National Institute of General Medical Sciences,113124.0,212.0,PA,MD
14733,2016,University of Pittsburgh,National Institute of General Medical Sciences,522850.0,364.0,PA,MD
14734,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,183860.0,729.0,PA,MD
14735,2016,University of Pittsburgh,National Eye Institute,385000.0,365.0,PA,MD
14736,2016,University of Pittsburgh,National Institute of General Medical Sciences,323400.0,320.0,PA,MD
14737,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,308000.0,365.0,PA,MD
14738,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,336875.0,364.0,PA,MD
14739,2016,University of Pittsburgh,National Institute of Mental Health,213370.0,297.0,PA,MD
14740,2016,University of Pittsburgh,National Institute of Mental Health,245669.0,364.0,PA,MD
14741,2016,University of Pittsburgh,National Institute for Occupational Safety and Health,337722.0,729.0,PA,GA
14742,2016,University of Pittsburgh,National Cancer Institute,609044.0,364.0,PA,MD
14743,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,325906.0,364.0,PA,MD
14744,2016,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,225241.0,364.0,PA,MD
14745,2016,University of Pittsburgh,National Heart Lung and Blood Institute,37522.0,213.0,PA,MD
14746,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,470273.0,354.0,PA,MD
14747,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,431970.0,364.0,PA,MD
14748,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,324698.0,364.0,PA,MD
14749,2016,University of Pittsburgh,John E. Fogarty International Center for Advanced Study in the Health Sciences,295347.0,364.0,PA,MD
14750,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,511100.0,364.0,PA,MD
14751,2016,University of Pittsburgh,National Cancer Institute,298744.0,699.0,PA,MD
14752,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,249000.0,364.0,PA,MD
14753,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,80000.0,364.0,PA,MD
14754,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,346500.0,364.0,PA,NC
14755,2016,University of Pittsburgh,National Institute of Mental Health,632042.0,364.0,PA,MD
14756,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,334813.0,364.0,PA,MD
14757,2016,University of Pittsburgh,National Institute on Minority Health and Health Disparities,392563.0,364.0,PA,MD
14758,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,231000.0,364.0,PA,MD
14759,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,614805.0,364.0,PA,MD
14760,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,478386.0,364.0,PA,MD
14761,2016,University of Pittsburgh,National Heart Lung and Blood Institute,669568.0,729.0,PA,MD
14762,2016,University of Pittsburgh,National Eye Institute,58002.0,364.0,PA,MD
14763,2016,University of Pittsburgh,National Institute on Aging,313486.0,364.0,PA,MD
14764,2016,University of Pittsburgh,National Institute on Aging,2286967.0,364.0,PA,MD
14765,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,2161524.0,364.0,PA,MD
14766,2016,University of Pittsburgh,National Center for Advancing Translational Sciences,1402394.0,323.0,PA,MD
14767,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,346500.0,364.0,PA,MD
14768,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1534850.0,364.0,PA,MD
14769,2016,University of Pittsburgh,National Heart Lung and Blood Institute,166104.0,364.0,PA,MD
14770,2016,University of Pittsburgh,NIH Office of the Director,1547723.0,344.0,PA,MD
14771,2016,University of Pittsburgh,National Institute of General Medical Sciences,360826.0,729.0,PA,MD
14772,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,385000.0,364.0,PA,MD
14773,2016,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,43576.0,350.0,PA,MD
14774,2016,University of Pittsburgh,National Institute of General Medical Sciences,184424.0,364.0,PA,MD
14775,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,491123.0,333.0,PA,MD
14776,2016,University of Pittsburgh,National Heart Lung and Blood Institute,681938.0,364.0,PA,MD
14777,2016,University of Pittsburgh,National Institute of Mental Health,136458.0,155.0,PA,MD
14778,2016,University of Pittsburgh,National Heart Lung and Blood Institute,1538100.0,336.0,PA,MD
14779,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,192500.0,729.0,PA,MD
14780,2016,University of Pittsburgh,National Heart Lung and Blood Institute,160756.0,364.0,PA,MD
14781,2016,University of Pittsburgh,National Institute on Drug Abuse,651768.0,303.0,PA,MD
14782,2016,University of Pittsburgh,National Institute of Mental Health,424168.0,283.0,PA,MD
14783,2016,University of Pittsburgh,National Institute on Aging,594962.0,868.0,PA,MD
14784,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,77000.0,364.0,PA,MD
14785,2016,University of Pittsburgh,National Heart Lung and Blood Institute,25000.0,364.0,PA,MD
14786,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,628976.0,272.0,PA,MD
14787,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,13000.0,360.0,PA,MD
14788,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,231375.0,335.0,PA,NC
14789,2016,University of Pittsburgh,National Institute for Occupational Safety and Health,372879.0,364.0,PA,GA
14790,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,457619.0,364.0,PA,MD
14791,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,28240.0,364.0,PA,MD
14792,2016,University of Pittsburgh,National Heart Lung and Blood Institute,151144.0,364.0,PA,MD
14793,2016,University of Pittsburgh,National Institute of Mental Health,2311781.0,1704.0,PA,MD
14794,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,431296.0,341.0,PA,MD
14795,2016,University of Pittsburgh,National Human Genome Research Institute,154000.0,223.0,PA,MD
14796,2016,University of Pittsburgh,National Cancer Institute,200030.0,364.0,PA,MD
14797,2016,University of Pittsburgh,National Institute of Dental and Craniofacial Research,2209608.0,364.0,PA,MD
14798,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,239619.0,364.0,PA,MD
14799,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,693991.0,347.0,PA,MD
14800,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,69622.0,1094.0,PA,MD
14801,2016,University of Pittsburgh,National Center for Advancing Translational Sciences,1053883.0,343.0,PA,MD
14802,2016,University of Pittsburgh,National Institute of Mental Health,249000.0,364.0,PA,MD
14803,2016,University of Pittsburgh,National Institute of General Medical Sciences,80000.0,363.0,PA,MD
14804,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,23380.0,365.0,PA,NC
14805,2016,University of Pittsburgh,National Heart Lung and Blood Institute,173135.0,328.0,PA,MD
14806,2016,University of Pittsburgh,National Cancer Institute,423186.0,729.0,PA,MD
14807,2016,University of Pittsburgh,National Institute of Mental Health,523851.0,548.0,PA,MD
14808,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,158156.0,364.0,PA,NC
14809,2016,University of Pittsburgh,National Institute of Nursing Research,431989.0,282.0,PA,MD
14810,2016,University of Pittsburgh,National Institute of General Medical Sciences,289432.0,283.0,PA,MD
14811,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,147862.0,286.0,PA,MD
14812,2016,University of Pittsburgh,National Institute of Dental and Craniofacial Research,192500.0,364.0,PA,MD
14813,2016,University of Pittsburgh,National Cancer Institute,43576.0,364.0,PA,MD
14814,2016,University of Pittsburgh,National Institute of Dental and Craniofacial Research,37976.0,364.0,PA,MD
14815,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,192812.0,335.0,PA,MD
14816,2016,University of Pittsburgh,National Institute of Mental Health,160183.0,356.0,PA,MD
14817,2016,University of Pittsburgh,National Institute of Mental Health,46454.0,242.0,PA,MD
14818,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,529646.0,364.0,PA,MD
14819,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,609229.0,312.0,PA,MD
14820,2016,University of Pittsburgh,National Cancer Institute,54468.0,364.0,PA,MD
14821,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,245502.0,335.0,PA,MD
14822,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,136467.0,288.0,PA,MD
14823,2016,University of Pittsburgh,National Cancer Institute,62293.0,272.0,PA,MD
14824,2016,University of Pittsburgh,National Institute for Occupational Safety and Health,1078661.0,364.0,PA,GA
14825,2016,University of Pittsburgh,National Center for Immunization and Respiratory Diseases,785715.0,729.0,PA,GA
14826,2016,University of Pittsburgh,National Institute on Aging,538014.0,350.0,PA,MD
14827,2016,University of Pittsburgh,National Institute of Mental Health,471348.0,364.0,PA,MD
14828,2016,University of Pittsburgh,National Institute of General Medical Sciences,338800.0,305.0,PA,MD
14829,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,337526.0,341.0,PA,MD
14830,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,422496.0,364.0,PA,MD
14831,2016,University of Pittsburgh,National Center for Advancing Translational Sciences,1821017.0,729.0,PA,MD
14832,2016,University of Pittsburgh,National Heart Lung and Blood Institute,377710.0,333.0,PA,MD
14833,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,87344.0,364.0,PA,MD
14834,2016,University of Pittsburgh,National Cancer Institute,5129654.0,364.0,PA,MD
14835,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,745441.0,364.0,PA,MD
14836,2016,University of Pittsburgh,National Institute of Mental Health,334236.0,665.0,PA,MD
14837,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,497296.0,1460.0,PA,MD
14838,2016,University of Pittsburgh,National Heart Lung and Blood Institute,22503.0,162.0,PA,MD
14839,2016,University of Pittsburgh,National Institute of Mental Health,226491.0,289.0,PA,MD
14840,2016,University of Pittsburgh,National Eye Institute,154250.0,729.0,PA,MD
14841,2016,University of Pittsburgh,National Institute of Mental Health,257886.0,364.0,PA,MD
14842,2016,University of Pittsburgh,National Institute of Mental Health,204651.0,344.0,PA,MD
14843,2016,University of Pittsburgh,National Center on Birth Defects and Developmental Disabilities,66985.0,364.0,PA,GA
14844,2016,University of Pittsburgh,National Center for Injury Prevention and Control,349878.0,729.0,PA,GA
14845,2016,University of Pittsburgh,National Institute on Aging,620368.0,333.0,PA,MD
14846,2016,University of Pittsburgh,National Institute on Aging,1289346.0,289.0,PA,MD
14847,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,334950.0,364.0,PA,MD
14848,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,615291.0,364.0,PA,MD
14849,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,589066.0,364.0,PA,MD
14850,2016,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,149493.0,355.0,PA,MD
14851,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,230369.0,729.0,PA,MD
14852,2016,University of Pittsburgh,National Institute of Mental Health,449557.0,364.0,PA,MD
14853,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,303000.0,364.0,PA,MD
14854,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,336875.0,364.0,PA,MD
14855,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,338800.0,364.0,PA,MD
14856,2016,University of Pittsburgh,National Institute of General Medical Sciences,296041.0,364.0,PA,MD
